#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_900324465.2	PRJNA489257	SAMEA104026376	OOHO00000000.2	representative genome	64144	64144	Anabas testudineus			latest	Chromosome	Major	Full	2018/12/19	fAnaTes1.2	SC	GCA_900324465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/465/GCF_900324465.2_fAnaTes1.2			na
GCF_004329235.1	PRJNA529705	SAMN10820182	SIRZ00000000.1	representative genome	64176	64176	Podarcis muralis	ecotype=yellow		latest	Chromosome	Major	Full	2019/03/07	PodMur_1.0	CIBIO-InBIO	GCA_004329235.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/235/GCF_004329235.1_PodMur_1.0			na
GCF_017639235.1	PRJNA735849	SAMN16883221	JAEMUS000000000.1	representative genome	68294	68294	Corvus kubaryi		FWS band 111438036	latest	Scaffold	Major	Full	2021/03/30	C.kubaryi_AGA036_p1.0	United States Geological Survey	GCA_017639235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/235/GCF_017639235.1_C.kubaryi_AGA036_p1.0			na
GCF_015220745.1	PRJNA675852	SAMN12629503	JADCQQ000000000.1	representative genome	72105	72105	Sebastes umbrosus		fSebUmb1	latest	Chromosome	Major	Full	2020/11/03	fSebUmb1.pri	Vertebrate Genomes Project	GCA_015220745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/745/GCF_015220745.1_fSebUmb1.pri			na
GCF_020497125.1	PRJNA776271	SAMN19136605	JAHDVG000000000.1	representative genome	74926	74926	Mauremys mutica	ecotype=Southern	MM-2020	latest	Chromosome	Major	Full	2021/10/14	ASM2049712v1	Institute of Zoology, Guangdong Academy of Science	GCA_020497125.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/497/125/GCF_020497125.1_ASM2049712v1			na
GCF_018296145.1	PRJNA432585	SAMN17219827	JAEPEU000000000.1	representative genome	74940	74940	Oncorhynchus tshawytscha		Ot180627B	latest	Chromosome	Major	Full	2021/05/07	Otsh_v2.0	Fisheries and Oceans Canada	GCA_018296145.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/296/145/GCF_018296145.1_Otsh_v2.0			na
GCF_020382885.2	PRJNA776026	SAMN12623616	JAIZDN000000000.1	representative genome	75038	75038	Scatophagus argus		fScaArg1	latest	Chromosome	Minor	Full	2021/10/13	fScaArg1.pri	G10K	GCA_020382885.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/382/885/GCF_020382885.2_fScaArg1.pri			na
GCF_018812025.1	PRJNA835491	SAMN18522313	JAGTWI000000000.1	representative genome	75352	75352	Megalobrama amblycephala		DHTTF-2021	latest	Chromosome	Major	Full	2021/06/09	ASM1881202v1	Huazhong Agricultural University	GCA_018812025.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/812/025/GCF_018812025.1_ASM1881202v1			na
GCF_001515645.1	PRJNA316320	SAMN03320097	LCYQ00000000.1	representative genome	75366	75366	Sinocyclocheilus grahami		Dianchi	latest	Scaffold	Major	Full	2015/12/16	SAMN03320097.WGS_v1.1	BGI, Shenzhen	GCA_001515645.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/515/645/GCF_001515645.1_SAMN03320097.WGS_v1.1			na
GCF_016077235.1	PRJNA686119	SAMN16509697	JADDRR000000000.1	representative genome	77115	77115	Cyprinodon tularosa	strain=WSP-4		latest	Contig	Major	Full	2020/12/15	ASM1607723v1	Purdue University	GCA_016077235.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/077/235/GCF_016077235.1_ASM1607723v1			na
GCF_009819535.1	PRJNA614516	SAMN12629509	WNMS00000000.1	representative genome	80427	80427	Lacerta agilis		rLacAgi1	latest	Chromosome	Major	Full	2019/12/31	rLacAgi1.pri	Vertebrate Genomes Project	GCA_009819535.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/535/GCF_009819535.1_rLacAgi1.pri			na
GCF_002109545.1	PRJNA396896	SAMN06347167	MVNR00000000.1	representative genome	80966	80966	Acanthochromis polyacanthus	ecotype=Palm Islands		latest	Scaffold	Major	Full	2017/04/25	ASM210954v1	King Abdullah University of Science and technology	GCA_002109545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/109/545/GCF_002109545.1_ASM210954v1			na
GCF_002776465.1	PRJNA421964	SAMN07982614	NXFZ00000000.1	representative genome	80972	80972	Amphiprion ocellaris		DU_AmpOce	latest	Scaffold	Major	Full	2017/11/16	AmpOce1.0	Deakin University	GCA_002776465.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/776/465/GCF_002776465.1_AmpOce1.0			na
GCF_012460135.1	PRJNA665515	SAMN14074414	JAAQZI000000000.1	representative genome	84834	84834	Molothrus ater	breed=brown headed cowbird	BHLD 08-10-18	latest	Chromosome	Major	Full	2020/04/20	BPBGC_Mater_1.0	Brood Parasitic Bird Genomes Consortium	GCA_012460135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/460/135/GCF_012460135.1_BPBGC_Mater_1.0			na
GCF_000691975.1	PRJNA253849	SAMN02297499	JMFN00000000.1	representative genome	85066	85066	Corvus brachyrhynchos		BGI_N302	latest	Scaffold	Major	Full	2014/06/02	ASM69197v1	BGI	GCA_000691975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/975/GCF_000691975.1_ASM69197v1			na
GCF_901933205.1	PRJNA566393	SAMEA5603054	CABFNF000000000.1	representative genome	87175	87175	Camarhynchus parvulus			latest	Chromosome	Major	Full	2019/09/06	STF_HiC	UPPSALA UNIVERISTY	GCA_901933205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/933/205/GCF_901933205.1_STF_HiC			na
GCF_016545835.1	PRJNA699292	SAMN12497667	VORL00000000.1	representative genome	88082	88082	Crotalus tigris	ecotype=Arizona	CLP2741	latest	Contig	Major	Full	2021/01/06	ASM1654583v1	Clemson University	GCA_016545835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/545/835/GCF_016545835.1_ASM1654583v1			na
GCF_016745375.1	PRJNA702526	SAMN12875914	WIOS00000000.1	representative genome	90988	90988	Pimephales promelas	strain=EPAAWBERC		latest	Scaffold	Major	Full	2021/01/24	EPA_FHM_2.0	US EPA	GCA_016745375.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/745/375/GCF_016745375.1_EPA_FHM_2.0			na
GCF_009819885.2	PRJNA613294	SAMN12618602	WNMQ00000000.2	representative genome	91951	91951	Catharus ustulatus		bCatUst1	latest	Chromosome	Major	Full	2020/12/22	bCatUst1.pri.v2	Vertebrate Genomes Project	GCA_009819885.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/885/GCF_009819885.2_bCatUst1.pri.v2			na
GCF_001577835.2	PRJNA314147	SAMN03989050	LSZS00000000.1	representative genome	93934	93934	Coturnix japonica		7356	latest	Chromosome	Major	Full	2016/03/01	Coturnix japonica 2.1	McDonnell Genome Institute - Washington University School of Medicine	GCA_001577835.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/835/GCF_001577835.2_Coturnix_japonica_2.1			na
GCF_000705375.1	PRJNA265201	SAMN02316659	JMFW00000000.2	representative genome	94827	94827	Tinamus guttatus		BGI_N309	latest	Scaffold	Major	Full	2014/08/05	ASM70537v2	BGI	GCA_000705375.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/375/GCF_000705375.1_ASM70537v2			na
GCF_001723915.1	PRJNA357062	SAMN03102901	MDVQ00000000.1	representative genome	94835	94835	Gavialis gangeticus		Ggan-Ray	latest	Scaffold	Major	Full	2016/09/13	GavGan_comp1	The International Crocodilian Genomes Working Group	GCA_001723915.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/723/915/GCF_001723915.1_GavGan_comp1			na
GCF_001185365.1	PRJNA632598	SAMN12106767	JTLQ00000000.2	representative genome	94885	94885	Pantherophis guttatus		EG266	latest	Scaffold	Major	Full	2020/04/13	UNIGE_PanGut_3.0	University of Geneva	GCA_001185365.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/185/365/GCF_001185365.1_UNIGE_PanGut_3.0			na
GCF_000687285.1	PRJNA265998	SAMN02339888	JJRF00000000.1	representative genome	97097	97097	Phaethon lepturus		BGI_N335	latest	Scaffold	Major	Full	2014/05/08	ASM68728v1	BGI	GCA_000687285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/285/GCF_000687285.1_ASM68728v1			na
GCF_000709895.1	PRJNA264996	SAMN02318095	JJRR00000000.1	representative genome	100784	925459	Balearica regulorum gibbericeps		BGI_N312	latest	Scaffold	Major	Full	2014/06/25	ASM70989v1	BGI	GCA_000709895.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/895/GCF_000709895.1_ASM70989v1			na
GCF_900067755.1	PRJNA382134	SAMEA2300447	CEMB00000000.1	representative genome	103695	103695	Pogona vitticeps			latest	Scaffold	Major	Full	2017/02/28	pvi1.1	BRAEMBL	GCA_900067755.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/067/755/GCF_900067755.1_pvi1.1			na
GCF_001527695.2	PRJNA313429	SAMD00043515	BCNE00000000.2	representative genome	103944	103944	Protobothrops mucrosquamatus		PMUCROS	latest	Scaffold	Minor	Full	2016/01/22	P.Mucros_1.0	Okinawa Institute of Science and Technology	GCA_001527695.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/527/695/GCF_001527695.2_P.Mucros_1.0			na
GCF_001465895.1	PRJNA314891	SAMEA2698544	CCSH00000000.1	representative genome	105023	105023	Nothobranchius furzeri	strain=GRZ		latest	Chromosome	Major	Full	2015/12/11	Nfu_20140520	LEIBNIZ INSTITUTE FOR AGE RESEARCH - FRITZ LIPMANN	GCA_001465895.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/465/895/GCF_001465895.1_Nfu_20140520			na
GCF_000238955.4	PRJNA198780	SAMN03892560	AGTA00000000.5	representative genome	106582	106582	Maylandia zebra	ecotype=Mazinzi reef	#2_Kocher and #3_Kocher	latest	Chromosome	Major	Full	2018/04/10	M_zebra_UMD2a	Broad Institute	GCA_000238955.5	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/955/GCF_000238955.4_M_zebra_UMD2a			na
GCF_003597395.1	PRJNA611832	SAMN07840320	PKMU00000000.1	representative genome	106734	106734	Chelonoidis abingdonii		Lonesome George	latest	Scaffold	Major	Full	2018/09/25	ASM359739v1	Universidad de Oviedo	GCA_003597395.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/597/395/GCF_003597395.1_ASM359739v1			na
GCF_001891065.2	PRJNA359802	SAMN04531611	LVHJ00000000.1	representative genome	109280	109280	Hippocampus comes		QL1	latest	Scaffold	Minor	Full	2016/12/08	H_comes_QL1_v1.1	South China Sea Institute of Oceanology, Chinese Academy of Sciences	GCA_001891065.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/891/065/GCF_001891065.2_H_comes_QL1_v1.1			na
GCF_017976325.1	PRJNA734320	SAMN12623620	JAGIYV000000000.1	representative genome	109905	109905	Chelmon rostratus		fCheRos1	latest	Chromosome	Major	Full	2021/04/15	fCheRos1.pri	Vertebrate Genomes Project	GCA_017976325.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/976/325/GCF_017976325.1_fCheRos1.pri			na
GCF_900964775.1	PRJNA540586	SAMEA4872123	CAAHFQ000000000.1	representative genome	113540	113540	Scleropages formosus			latest	Chromosome	Major	Full	2019/04/11	fSclFor1.1	SC	GCA_900964775.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/964/775/GCF_900964775.1_fSclFor1.1			na
GCF_003984885.1	PRJNA513341	SAMN08784363	RDMT00000000.1	representative genome	114329	114329	Neopelma chrysocephalum			latest	Scaffold	Major	Full	2018/12/28	ASM398488v2	Smithsonian Institution	GCA_003984885.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/984/885/GCF_003984885.1_ASM398488v2			na
GCF_013368585.1	PRJNA667936	SAMN12623619	JABWDM000000000.1	representative genome	118141	118141	Megalops cyprinoides		fMegCyp1	latest	Chromosome	Major	Full	2020/06/23	fMegCyp1.pri	Vertebrate Genomes Project	GCA_013368585.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/368/585/GCF_013368585.1_fMegCyp1.pri			na
GCF_000699005.1	PRJNA263502	SAMN02314405	JJRU00000000.1	representative genome	118200	118200	Dryobates pubescens		BGI_N307	latest	Scaffold	Major	Full	2014/06/06	ASM69900v1	BGI	GCA_000699005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/699/005/GCF_000699005.1_ASM69900v1			na
GCF_020085105.1	PRJNA767607	SAMN19768590	JAHXMP000000000.1	representative genome	119488	119488	Siniperca chuatsi		FFG_IHB_CAS	latest	Chromosome	Major	Full	2021/09/24	ASM2008510v1	Chinese Academy of Sciences	GCA_020085105.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/085/105/GCF_020085105.1_ASM2008510v1			na
GCF_015220075.1	PRJNA675116	SAMN12629496	JADCQO000000000.1	representative genome	120794	120794	Falco rusticolus		bFalRus1	latest	Chromosome	Major	Full	2020/11/03	bFalRus1.pri	Vertebrate Genomes Project	GCA_015220075.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/075/GCF_015220075.1_bFalRus1.pri			na
GCF_000709365.1	PRJNA265115	SAMN02339893	JNOY00000000.1	representative genome	121530	121530	Tauraco erythrolophus		BGI_N340	latest	Scaffold	Major	Full	2014/06/25	ASM70936v1	BGI	GCA_000709365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/365/GCF_000709365.1_ASM70936v1			na
GCF_000935625.1	PRJNA344660	SAMN02720813	JYOU00000000.1	representative genome	125878	125878	Nanorana parkeri		BGI_ZX_2015	latest	Scaffold	Major	Full	2015/03/17	ASM93562v1	BGI-Shenzhen	GCA_000935625.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/625/GCF_000935625.1_ASM93562v1			na
GCF_000708225.1	PRJNA253829	SAMN02596464	JMFH00000000.1	representative genome	128390	128390	Nipponia nippon		BGI_Y956	latest	Scaffold	Major	Full	2014/06/16	ASM70822v1	College of Medicine and Forensics, Xi'an Jiaotong University	GCA_000708225.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/708/225/GCF_000708225.1_ASM70822v1			na
GCF_020740725.1	PRJNA838000	SAMN22550278	JAJGSY000000000.1	representative genome	134902	134902	Corvus hawaiiensis		bCorHaw1	latest	Chromosome	Major	Full	2021/11/04	bCorHaw1.pri.cur	Vertebrate Genomes Project	GCA_020740725.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/740/725/GCF_020740725.1_bCorHaw1.pri.cur			na
GCF_902500615.1	PRJNA675029	SAMEA5986199	CABVRH000000000.3	representative genome	134920	134920	Pungitius pungitius			latest	Scaffold	Major	Full	2020/10/12	NSP_V7	UNIVERSITY OF OSLO	GCA_902500615.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/500/615/GCF_902500615.1_NSP_V7			na
GCF_021917145.1	PRJNA810474	SAMN24964577	JAJTOO000000000.1	representative genome	137520	137520	Hypomesus transpacificus		Combined female	latest	Chromosome	Major	Full	2022/02/04	fHypTra1	Genomic Variation Lab at University of California Davis	GCA_021917145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/917/145/GCF_021917145.1_fHypTra1			na
GCF_000690725.1	PRJNA251741	SAMN02743342	JMKM00000000.1	representative genome	144197	144197	Stegastes partitus		25-593	latest	Scaffold	Major	Full	2014/05/13	Stegastes_partitus-1.0.2	Aquatic Genome Models	GCA_000690725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/690/725/GCF_000690725.1_Stegastes_partitus-1.0.2			na
GCF_001447785.1	PRJNA308133	SAMN04157958	LNDG00000000.1	representative genome	146911	146911	Gekko japonicus		JY-2015	latest	Scaffold	Major	Full	2015/11/25	Gekko_japonicus_V1.1	Nantong University	GCA_001447785.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/447/785/GCF_001447785.1_Gekko_japonicus_V1.1			na
GCF_021292245.1	PRJNA800460	SAMN22851699	JAJNER000000000.1	representative genome	147949	147949	Micropterus dolomieu	ecotype=Adirondacks	WLL.071019.BEF.003	latest	Chromosome	Major	Full	2022/01/11	ASM2129224v1	Cornell University	GCA_021292245.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/292/245/GCF_021292245.1_ASM2129224v1			na
GCF_017639655.2	PRJNA719130	SAMN16870685	JAGFVS000000000.1	representative genome	148594	148594	Falco naumanni		bFalNau1	latest	Chromosome	Minor	Full	2021/03/30	bFalNau1.pat	Vertebrate Genomes Project	GCA_017639655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/655/GCF_017639655.2_bFalNau1.pat			na
GCF_000788275.1	PRJNA384419	SAMN03201692	JACK00000000.1	representative genome	150288	150288	Boleophthalmus pectinirostris			latest	Scaffold	Major	Full	2014/12/02	BP.fa	BGI-shenzhen	GCA_000788275.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/788/275/GCF_000788275.1_BP.fa			na
GCF_002901205.1	PRJNA432745	SAMN03734925	PDCF00000000.1	representative genome	156563	156563	Cyanistes caeruleus		BT333_1	latest	Scaffold	Major	Full	2018/01/26	cyaCae2	Dr. Bernd Tmmermann, NGS core facility, MPI Molecular Genetics	GCA_002901205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/901/205/GCF_002901205.1_cyaCae2			na
GCF_900634795.3	PRJNA522468	SAMEA104381735	CAAAFW000000000.3	representative genome	158456	158456	Betta splendens			latest	Chromosome	Major	Full	2020/08/25	fBetSpl5.3	SC	GCA_900634795.3	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/795/GCF_900634795.3_fBetSpl5.3			na
GCF_008729295.1	PRJNA744194	SAMN11897347	VJNF00000000.2	representative genome	160734	160734	Plectropomus leopardus		mb	latest	Chromosome	Major	Full	2020/05/27	YSFRI_Pleo_2.0	Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences	GCA_008729295.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/729/295/GCF_008729295.1_YSFRI_Pleo_2.0			na
GCF_901709675.1	PRJNA673235	SAMEA104381750	CABFKE000000000.2	representative genome	161584	161584	Syngnathus acus			latest	Chromosome	Major	Full	2020/07/31	fSynAcu1.2	SC	GCA_901709675.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/709/675/GCF_901709675.1_fSynAcu1.2			na
GCF_003031625.1	PRJNA516471	SAMN08663748	PWAB00000000.1	representative genome	164674	164674	Empidonax traillii	ecotype=Southwest subspecies	1590-97213	latest	Scaffold	Major	Full	2018/04/03	ASM303162v1	UCLA	GCA_003031625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/625/GCF_003031625.1_ASM303162v1			na
GCF_900963305.1	PRJNA548465	SAMEA4966390	CAAHFO000000000.1	representative genome	173247	173247	Echeneis naucrates			latest	Chromosome	Major	Full	2019/04/11	fEcheNa1.1	SC	GCA_900963305.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/963/305/GCF_900963305.1_fEcheNa1.1			na
GCF_014805685.1	PRJNA807317	SAMN14558653	JABFDY000000000.1	representative genome	175797	175797	Silurus meridionalis		SWU-2019-XX	latest	Chromosome	Major	Full	2020/10/02	ASM1480568v1	Southwest University	GCA_014805685.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/805/685/GCF_014805685.1_ASM1480568v1			na
GCF_000710305.1	PRJNA266010	SAMN02318191	JMFK00000000.1	representative genome	175836	175835	Buceros rhinoceros silvestris		BGI_N320	latest	Scaffold	Major	Full	2014/06/25	ASM71030v1	BGI	GCA_000710305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/710/305/GCF_000710305.1_ASM71030v1			na
GCF_000696875.1	PRJNA264990	SAMN02339299	JJRH00000000.1	representative genome	176057	176057	Nestor notabilis		BGI_N333	latest	Scaffold	Major	Full	2014/06/05	ASM69687v1	BGI	GCA_000696875.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/696/875/GCF_000696875.1_ASM69687v1			na
GCF_000186305.1	PRJNA238085	SAMN02981298	AEQU00000000.2	representative genome	176946	176946	Python bivittatus			latest	Scaffold	Major	Full	2013/09/15	Python_molurus_bivittatus-5.0.2	The Consortium for Comparative Genomics, UC Denver	GCA_000186305.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/305/GCF_000186305.1_Python_molurus_bivittatus-5.0.2			na
GCF_000331425.1	PRJNA217046	SAMN02981490	ANZD00000000.1	representative genome	181119	181119	Pseudopodoces humilis			latest	Scaffold	Major	Full	2013/01/11	PseHum1.0	Beijing Genomics Institute (BGI)-Shenzhen	GCA_000331425.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/331/425/GCF_000331425.1_PseHum1.0			na
GCF_902148845.1	PRJNA555318	SAMEA4966329	CABFVL000000000.1	representative genome	181472	181472	Salarias fasciatus			latest	Chromosome	Major	Full	2019/07/03	fSalaFa1.1	SC	GCA_902148845.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/148/845/GCF_902148845.1_fSalaFa1.1			na
GCF_000695195.1	PRJNA266006	SAMN02324157	JMFJ00000000.1	representative genome	187382	187382	Chlamydotis macqueenii		BGI_N324	latest	Scaffold	Major	Full	2014/06/02	ASM69519v1	BGI	GCA_000695195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/195/GCF_000695195.1_ASM69519v1			na
GCF_000691785.1	PRJNA263616	SAMN02333687	JJRK00000000.1	representative genome	188344	188344	Leptosomus discolor		BGI_N330	latest	Scaffold	Major	Full	2014/05/23	ASM69178v1	BGI	GCA_000691785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/785/GCF_000691785.1_ASM69178v1			na
GCF_000687185.1	PRJNA253831	SAMN02596466	JJRC00000000.1	representative genome	188379	188379	Egretta garzetta		BGI_Z169	latest	Scaffold	Major	Full	2014/05/09	ASM68718v1	College of Medicine and Forensics, Xi'an Jiaotong University	GCA_000687185.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/687/185/GCF_000687185.1_ASM68718v1			na
GCF_003259725.1	PRJNA497593	SAMN08961563	QEEU00000000.1	representative genome	194338	194338	Athene cunicularia		RWA	latest	Scaffold	Major	Full	2018/06/21	athCun1	Stefan Boerno's shared submissions	GCA_003259725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/259/725/GCF_003259725.1_athCun1			na
GCF_901001135.1	PRJNA549481	SAMEA104387956	CAAJIB000000000.1	representative genome	194408	194408	Rhinatrema bivittatum			latest	Chromosome	Major	Full	2019/06/02	aRhiBiv1.1	SC	GCA_901001135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/001/135/GCF_901001135.1_aRhiBiv1.1			na
GCF_022539355.2	PRJNA642014	SAMN25516224	JAKRZP000000000.1	representative genome	195615	195615	Hippoglossus stenolepis		QCI-W04-F060	latest	Chromosome	Minor	Full	2022/03/10	HSTE1.2	International Pacific Halibut Commission	GCA_022539355.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/539/355/GCF_022539355.2_HSTE1.2			na
GCF_001431845.1	PRJNA305421	SAMN03491621	LDEH00000000.1	representative genome	198806	198806	Calidris pugnax		Ruff	latest	Scaffold	Major	Full	2015/11/04	ASM143184v1	BGI	GCA_001431845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/431/845/GCF_001431845.1_ASM143184v1			na
GCF_001039765.1	PRJNA294519	SAMEA2560515		representative genome	202946	2696672	Apteryx mantelli mantelli			latest	Contig	Major	Full	2015/06/21	AptMant0	MPI-EVA	GCA_001039765.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/039/765/GCF_001039765.1_AptMant0			na
GCF_900324485.2	PRJNA489256	SAMEA104026378	OOHQ00000000.2	representative genome	205130	205130	Mastacembelus armatus			latest	Chromosome	Major	Full	2019/03/16	fMasArm1.2	SC	GCA_900324485.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/324/485/GCF_900324485.2_fMasArm1.2			na
GCF_021462225.1	PRJNA821872	SAMN22242658	JAJATY000000000.2	representative genome	208333	208333	Girardinichthys multiradiatus		DD_20200921_A	latest	Chromosome	Major	Full	2022/02/24	DD_fGirMul_XY1	Max Planck Institute of Molecular Cell Biology and Genetics	GCA_021462225.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/462/225/GCF_021462225.1_DD_fGirMul_XY1			na
GCF_900634625.1	PRJNA526690	SAMEA4675621	CAAAFN000000000.1	representative genome	210632	210632	Parambassis ranga			latest	Chromosome	Major	Full	2019/02/06	fParRan2.1	SC	GCA_900634625.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/634/625/GCF_900634625.1_fParRan2.1			na
GCF_000972845.2	PRJNA354443	SAMN03092871	JRPU00000000.2	representative genome	215358	215358	Larimichthys crocea		SSNF	latest	Chromosome	Major	Full	2018/11/27	L_crocea_2.0	BGI	GCA_000972845.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/972/845/GCF_000972845.2_L_crocea_2.0			na
GCF_009819795.1	PRJNA602521	SAMN12621346	WNMM00000000.1	representative genome	219594	219594	Aythya fuligula		bAytFul2	latest	Chromosome	Major	Full	2019/12/31	bAytFul2.pri	Vertebrate Genomes Project	GCA_009819795.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/819/795/GCF_009819795.1_bAytFul2.pri			na
GCF_017590135.1	PRJNA703052	SAMN18252884	JAGGNJ000000000.1	representative genome	221976	221976	Pyrgilauda ruficollis		IOZ18807	latest	Scaffold	Major	Full	2021/03/26	ASM1759013v1	Institute of Zoology, Chinese Academy of Sciences	GCA_017590135.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/590/135/GCF_017590135.1_ASM1759013v1			na
GCF_900496995.4	PRJNA556399	SAMEA994725	UFQG00000000.4	representative genome	223781	8962	Aquila chrysaetos chrysaetos			latest	Chromosome	Major	Full	2021/03/26	bAquChr1.4	Wellcome Sanger Institute	GCA_900496995.4	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/496/995/GCF_900496995.4_bAquChr1.4			na
